step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
1,DEBIT,3018.39,C0001442,93293.32,93142.4,M0000437,439.94,3397.96,0,0,Barbara Johnson
2,TRANSFER,2784.43,C0000126,3581.81,3442.59,M0000587,13643.3,16372.04,0,0,Charles Anderson
3,TRANSFER,359.95,C0000147,2934.26,2916.26,M0000634,2628.4,2981.15,0,0,Karen Smith
4,CASH_OUT,257.47,C0001433,84.08,71.21,M0000770,1344.05,1596.37,0,0,William Lopez
5,DEBIT,624.45,C0000505,164.9,133.68,M0001548,906.04,1518.0,0,0,Mary Brown
6,PAYMENT,1231.0,C0001501,246.85,0.0,M0001022,1499.51,2705.89,0,0,Karen Davis
7,DEBIT,255.43,C0000864,8165.34,8152.57,M0000309,19889.79,20140.11,0,0,William Thomas
8,CASH_OUT,958.44,C0000378,270862.08,270814.16,M0001565,5503.38,6442.65,0,0,Joseph Moore
9,DEBIT,6276.66,C0000807,19018.3,18704.47,M0001315,164.14,6315.27,0,0,William Wilson
10,CASH_OUT,548.33,C0001388,6911.62,6884.2,M0000835,1762.5,2299.86,0,0,Jessica Martin
11,TRANSFER,2167.22,C0000538,819.45,711.09,M0000514,3564.46,5688.34,0,0,James Miller
12,CASH_OUT,310.84,C0000907,33135.19,33119.65,M0000105,1733.21,2037.83,0,0,Sarah Miller
13,CASH_OUT,126.1,C0001548,1201.92,1195.62,M0000374,60.17,183.75,0,0,William Jones
14,TRANSFER,13.31,C0000724,173.15,172.48,M0001260,12.74,25.78,0,0,Joseph Anderson
15,DEBIT,30276.12,C0001536,28081.47,26567.66,M0000681,579.05,30249.65,0,0,Elizabeth Williams
16,CASH_OUT,12883.41,C0000749,778.01,133.84,M0000847,929.64,13555.38,0,0,Thomas Thomas
17,PAYMENT,92.3,C0000201,11236.95,11144.65,M0000085,271.13,361.58,0,0,Susan Davis
18,CASH_OUT,62.32,C0000540,176.37,173.25,M0000096,3426.19,3487.26,0,0,Patricia Lopez
19,DEBIT,427.64,C0001175,20512.0,20490.62,M0000436,133.59,552.68,0,0,Susan Davis
20,PAYMENT,3213.7,C0000006,8950.27,5736.57,M0000741,1474.11,4623.54,0,0,John Garcia
21,PAYMENT,295.88,C0000460,2451.63,2155.75,M0001559,2813.88,3103.84,0,0,James Lopez
22,TRANSFER,340.61,C0001298,130063.51,130046.48,M0000495,158.5,492.3,0,0,Richard Miller
23,TRANSFER,241.6,C0000987,386.24,374.16,M0000783,1954.16,2190.93,0,0,Susan Miller
24,DEBIT,3927.54,C0001653,213034.49,212838.11,M0001587,2473.21,6322.2,0,0,Susan Martinez
25,CASH_OUT,2626.5,C0001516,1132.49,1001.16,M0000356,142.04,2716.01,0,0,Barbara Anderson
26,DEBIT,1916.66,C0000614,15324.95,15229.12,M0000920,504.18,2382.51,0,0,Mary Martinez
27,CASH_OUT,1209.54,C0000653,1030.3,969.82,M0000623,1342.96,2528.31,0,0,Charles Thomas
28,DEBIT,58.95,C0000249,1019.06,1016.11,M0000729,2.37,60.14,0,0,Thomas Miller
29,PAYMENT,2988.88,C0000536,14515.99,11527.11,M0001228,1838.13,4767.23,0,0,Sarah Taylor
30,TRANSFER,3316.5,C0000753,10539.26,10373.44,M0001281,285.61,3535.78,0,0,James Rodriguez
31,PAYMENT,3947.15,C0001348,8984.57,5037.42,M0000356,332.81,4201.02,0,0,Mary Miller
32,TRANSFER,538.18,C0000557,12752.5,12725.59,M0000551,1879.07,2406.49,0,0,Robert Williams
33,TRANSFER,4190.35,C0001269,1491.3,1281.78,M0000932,280.05,4386.59,0,0,Michael Williams
34,PAYMENT,87.68,C0000177,680.08,592.4,M0000432,31.94,117.87,0,0,Jessica Rodriguez
35,TRANSFER,608.77,C0001150,378.85,348.41,M0000425,2525.29,3121.88,0,0,Patricia Taylor
36,CASH_OUT,439.28,C0000862,217.58,195.62,M0000486,2360.75,2791.24,0,0,Michael Garcia
37,CASH_OUT,545.66,C0001646,160325.04,160297.76,M0000845,24197.05,24731.8,0,0,Karen Smith
38,TRANSFER,73433.72,C0000818,10912.9,7241.21,M0000639,479.87,72444.92,0,0,Mary Jackson
39,DEBIT,2618.54,C0000490,71665.29,71534.36,M0000380,1051.61,3617.78,0,0,Joseph Moore
40,PAYMENT,381.98,C0001075,1006.03,624.05,M0001119,314.09,688.43,0,0,Mary Taylor
41,DEBIT,52517.43,C0000535,55656.09,53030.22,M0001397,534.36,52001.44,0,0,James Jackson
