step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
1,DEBIT,27.16,C0000143,1197.23,1195.87,M0000834,65.77,92.39,0,0,Susan Martinez
2,CASH_OUT,421.14,C0001441,1304.55,1283.49,M0001082,661.24,1073.96,0,0,Susan Johnson
3,TRANSFER,5590.3,C0001046,930.22,650.7,M0001648,1771.44,7249.93,0,0,Mary Hernandez
4,PAYMENT,5107.26,C0000799,93492.33,88385.07,M0000020,31.3,5036.41,0,0,Charles Wilson
5,PAYMENT,70.36,C0001208,4385.21,4314.85,M0001377,3261.57,3330.52,0,0,Barbara Wilson
6,DEBIT,28419.96,C0001061,25813.37,24392.37,M0000228,1700.68,29552.24,0,0,Charles Taylor
7,TRANSFER,10.77,C0001549,862.87,862.33,M0000451,8720.51,8731.06,0,0,Elizabeth Smith
8,CASH_OUT,2840.35,C0000515,28912.87,28770.85,M0000526,570.44,3353.98,0,0,Sarah Johnson
9,DEBIT,579.75,C0000042,28.51,0.0,M0000021,1851.14,2419.3,0,0,Barbara Martinez
10,PAYMENT,5241.69,C0001411,4411.99,0.0,M0001414,139.56,5276.42,0,0,William Smith
11,CASH_OUT,952.83,C0001377,122.29,74.65,M0001440,4265.57,5199.34,0,0,Linda Martin
12,TRANSFER,1428.22,C0000479,3563.28,3491.87,M0001610,322.18,1721.84,0,0,Susan Lopez
13,PAYMENT,1173.68,C0000469,21871.24,20697.56,M0000205,6174.0,7324.21,0,0,Jennifer Martinez
14,TRANSFER,16042.31,C0000073,1674.07,871.95,M0001121,1130.51,16851.97,0,0,Charles Taylor
15,CASH_OUT,639.21,C0001206,2038.66,2006.7,M0000399,705.38,1331.81,0,0,Michael Taylor
16,DEBIT,2645.99,C0000298,3570.2,3437.9,M0001421,113.26,2706.33,0,0,Michael Williams
17,CASH_OUT,2359.75,C0000415,566.73,448.74,M0001232,603.15,2915.7,0,0,Barbara Jones
18,CASH_OUT,21.7,C0000358,7433.09,7432.0,M0001378,320.89,342.16,0,0,Elizabeth Taylor
19,DEBIT,23.21,C0001539,115397.01,115395.85,M0000467,3641.98,3664.73,0,0,Elizabeth Miller
20,PAYMENT,23.04,C0000953,93799.46,93776.42,M0001584,272.58,295.16,0,0,John Taylor
21,TRANSFER,978.13,C0000046,20297.54,20248.63,M0000710,1135.29,2093.86,0,0,Jennifer Lopez
22,CASH_OUT,2469.66,C0001170,13233.55,13110.07,M0000334,530.47,2950.74,0,0,Charles Johnson
23,PAYMENT,269.15,C0001422,26009.08,25739.93,M0000845,7489.41,7753.18,0,0,Barbara Johnson
24,CASH_OUT,306.52,C0001415,8966.8,8951.47,M0000877,6549.05,6849.44,0,0,James Gonzalez
25,PAYMENT,1627.01,C0001616,9565.29,7938.28,M0000458,4356.72,5951.19,0,0,Patricia Jones
