step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
1,CASH_OUT,536.44,C0000600,2763.78,2736.96,M0001328,4299.34,4825.05,0,0,Sarah Johnson
2,PAYMENT,1475.71,C0001440,558.62,0.0,M0001453,1021.63,2467.83,0,0,Jessica Davis
3,DEBIT,7998.92,C0001607,6426.59,6026.64,M0001310,7936.12,15775.06,0,0,Mary Jackson
4,DEBIT,43387.87,C0001196,208.39,0.0,M0000084,193.72,42713.83,0,0,Joseph Hernandez
5,TRANSFER,247.63,C0000902,7891.04,7878.66,M0001410,86.09,328.77,0,0,Barbara Johnson
6,PAYMENT,590.71,C0000854,1570.66,979.95,M0000797,6308.98,6887.88,0,0,Linda Anderson
7,TRANSFER,9216.1,C0001121,7955.94,7495.13,M0000011,269.35,9301.13,0,0,Linda Wilson
8,CASH_OUT,2410.48,C0001168,1597.94,1477.42,M0000022,25.31,2387.58,0,0,Richard Thomas
9,TRANSFER,258.13,C0001170,992.29,979.38,M0000145,184.59,437.56,0,0,Charles Johnson
10,TRANSFER,455.7,C0001440,157.74,134.95,M0000385,5755.64,6202.23,0,0,Jessica Davis
11,DEBIT,257.62,C0000825,21504.86,21491.98,M0001417,14818.43,15070.9,0,0,Joseph Taylor
12,PAYMENT,1197.82,C0000442,16058.48,14860.66,M0000669,1313.48,2487.34,0,0,Patricia Lopez
13,CASH_OUT,15501.7,C0001249,3869.07,3093.98,M0001283,235.89,15427.56,0,0,Thomas Taylor
14,DEBIT,180124.02,C0000326,17707.57,8701.37,M0000318,12259.58,188781.12,0,0,Robert Miller
15,CASH_OUT,421.55,C0001267,882.69,861.61,M0000479,3843.51,4256.63,0,0,James Moore
16,TRANSFER,990.07,C0000637,5410.25,5360.75,M0001307,9529.35,10499.62,0,0,Richard Thomas
17,PAYMENT,124.28,C0000381,555.32,431.04,M0000184,203.36,325.15,0,0,Joseph Anderson
18,PAYMENT,3515.29,C0001331,1412.13,0.0,M0001534,5968.56,9413.54,0,0,Karen Martin
19,DEBIT,1954.66,C0000322,2003.02,1905.29,M0000369,51500.95,53416.52,0,0,John Lopez
20,DEBIT,25864.77,C0001199,52696.83,51403.59,M0001342,155.79,25503.26,0,0,Elizabeth Brown
21,DEBIT,2751.57,C0000868,11140.29,11002.71,M0000430,899.05,3595.59,0,0,Barbara Hernandez
22,CASH_OUT,412.8,C0000145,30.11,9.47,M0000284,95972.61,96377.15,0,0,Jennifer Davis
23,CASH_OUT,16488.31,C0000763,400.68,0.0,M0000460,1492.31,17650.85,0,0,Patricia Moore
24,PAYMENT,5787.08,C0001104,1019.91,0.0,M0001131,2957.27,8628.61,0,0,Robert Brown
25,TRANSFER,3042.83,C0000708,324.02,171.88,M0000137,8494.12,11476.09,0,0,Michael Johnson
26,TRANSFER,2374.07,C0001511,1849.16,1730.46,M0000004,26736.15,29062.74,0,0,Karen Jackson
27,PAYMENT,71.34,C0000823,2078.61,2007.27,M0000055,3455.47,3525.38,0,0,Patricia Moore
28,PAYMENT,561.78,C0000942,3596.98,3035.2,M0000800,4191.94,4742.48,0,0,Elizabeth Smith
29,TRANSFER,939.82,C0000850,3291.57,3244.58,M0000170,4296.7,5217.72,0,0,David Gonzalez
30,TRANSFER,718.89,C0001500,396.04,360.1,M0000787,11276.29,11980.8,0,0,Jennifer Thomas
31,CASH_OUT,3766.09,C0000709,1361.92,1173.62,M0001154,934.47,4625.24,0,0,Elizabeth Lopez
32,TRANSFER,5648.97,C0001295,40584.06,40301.61,M0000325,18126.74,23662.73,0,0,Thomas Gonzalez
33,CASH_OUT,317.34,C0000218,5958.25,5942.38,M0000370,293.52,604.51,0,0,Barbara Johnson
34,CASH_OUT,220.55,C0000298,1190.63,1179.6,M0001199,1673.97,1890.11,0,0,Michael Williams
35,TRANSFER,1105.06,C0001292,121.58,66.33,M0000622,887.0,1969.96,0,0,Elizabeth Lopez
36,TRANSFER,632.06,C0001441,19197.21,19165.61,M0000923,62.11,681.53,0,0,Susan Johnson
37,TRANSFER,146094.16,C0000989,605.33,0.0,M0001223,210.41,143382.69,0,0,Sarah Johnson
38,PAYMENT,40.1,C0001079,1806.52,1766.42,M0000195,60798.58,60837.88,0,0,Karen Anderson
39,PAYMENT,1116.61,C0000694,9734.59,8617.98,M0000618,3857.92,4952.2,0,0,Elizabeth Davis
40,TRANSFER,233.01,C0000337,1663.86,1652.21,M0000109,220.06,448.41,0,0,Thomas Martin
41,TRANSFER,16512.03,C0000683,14373.0,13547.4,M0000452,1698.3,17880.09,0,0,Thomas Lopez
